original,filename,size,path,width,height,alt,file_size_kb
PRETTY LIGHTS 2_07.jpg,concert-crowd-cheering-augustine-amphitheatre-st-augustine-1920w.webp,large,concert-crowd-cheering-augustine-amphitheatre-st-augustine-1920w.webp,1080,1350,"Excited concert crowd with raised hands cheering at Augustine Amphitheatre in St. Augustine, Florida",430.4
PRETTY LIGHTS 2_07.jpg,concert-crowd-cheering-augustine-amphitheatre-st-augustine-1200w.webp,medium,concert-crowd-cheering-augustine-amphitheatre-st-augustine-1200w.webp,1080,1350,"Excited concert crowd with raised hands cheering at Augustine Amphitheatre in St. Augustine, Florida",430.4
PRETTY LIGHTS 2_07.jpg,concert-crowd-cheering-augustine-amphitheatre-st-augustine-400w.webp,thumb,concert-crowd-cheering-augustine-amphitheatre-st-augustine-400w.webp,400,500,"Excited concert crowd with raised hands cheering at Augustine Amphitheatre in St. Augustine, Florida",36.2
PRETTY LIGHTS 3_05.jpg,concert-crowd-augustine-amphitheatre-st-augustine-1920w.webp,large,concert-crowd-augustine-amphitheatre-st-augustine-1920w.webp,1920,1080,"Concert crowd with raised hands enjoying live music performance at Augustine Amphitheatre in St. Augustine, Florida",672.6
PRETTY LIGHTS 3_05.jpg,concert-crowd-augustine-amphitheatre-st-augustine-1200w.webp,medium,concert-crowd-augustine-amphitheatre-st-augustine-1200w.webp,1200,675,"Concert crowd with raised hands enjoying live music performance at Augustine Amphitheatre in St. Augustine, Florida",189.0
PRETTY LIGHTS 3_05.jpg,concert-crowd-augustine-amphitheatre-st-augustine-400w.webp,thumb,concert-crowd-augustine-amphitheatre-st-augustine-400w.webp,400,225,"Concert crowd with raised hands enjoying live music performance at Augustine Amphitheatre in St. Augustine, Florida",16.0
PRETTY LIGHTS 3_06.jpg,concert-crowd-celebration-augustine-amphitheatre-florida-1920w.webp,large,concert-crowd-celebration-augustine-amphitheatre-florida-1920w.webp,1920,1080,"Excited concert crowd cheering and celebrating with party hats at Augustine Amphitheatre in St. Augustine, Florida",480.8
PRETTY LIGHTS 3_06.jpg,concert-crowd-celebration-augustine-amphitheatre-florida-1200w.webp,medium,concert-crowd-celebration-augustine-amphitheatre-florida-1200w.webp,1200,675,"Excited concert crowd cheering and celebrating with party hats at Augustine Amphitheatre in St. Augustine, Florida",156.2
PRETTY LIGHTS 3_06.jpg,concert-crowd-celebration-augustine-amphitheatre-florida-400w.webp,thumb,concert-crowd-celebration-augustine-amphitheatre-florida-400w.webp,400,225,"Excited concert crowd cheering and celebrating with party hats at Augustine Amphitheatre in St. Augustine, Florida",22.7
PRETTY LIGHTS 3_08.jpg,pretty-lights-concert-augustine-amphitheatre-st-augustine-2-1920w.webp,large,pretty-lights-concert-augustine-amphitheatre-st-augustine-2-1920w.webp,1920,1280,"Pretty Lights 3 performs with dramatic stage lighting and enthusiastic crowd at Augustine Amphitheatre in St. Augustine, Florida",453.7
PRETTY LIGHTS 3_08.jpg,pretty-lights-concert-augustine-amphitheatre-st-augustine-2-1200w.webp,medium,pretty-lights-concert-augustine-amphitheatre-st-augustine-2-1200w.webp,1200,800,"Pretty Lights 3 performs with dramatic stage lighting and enthusiastic crowd at Augustine Amphitheatre in St. Augustine, Florida",164.3
PRETTY LIGHTS 3_08.jpg,pretty-lights-concert-augustine-amphitheatre-st-augustine-2-400w.webp,thumb,pretty-lights-concert-augustine-amphitheatre-st-augustine-2-400w.webp,400,266,"Pretty Lights 3 performs with dramatic stage lighting and enthusiastic crowd at Augustine Amphitheatre in St. Augustine, Florida",25.4
PRETTY LIGHTS 3_12.jpg,pretty-lights-concert-augustine-amphitheatre-st-augustine-3-1920w.webp,large,pretty-lights-concert-augustine-amphitheatre-st-augustine-3-1920w.webp,1920,1280,"Pretty Lights 3 performs to energetic crowd with hands raised at Augustine Amphitheatre in St. Augustine, Florida",537.6
PRETTY LIGHTS 3_12.jpg,pretty-lights-concert-augustine-amphitheatre-st-augustine-3-1200w.webp,medium,pretty-lights-concert-augustine-amphitheatre-st-augustine-3-1200w.webp,1200,800,"Pretty Lights 3 performs to energetic crowd with hands raised at Augustine Amphitheatre in St. Augustine, Florida",211.9
PRETTY LIGHTS 3_12.jpg,pretty-lights-concert-augustine-amphitheatre-st-augustine-3-400w.webp,thumb,pretty-lights-concert-augustine-amphitheatre-st-augustine-3-400w.webp,400,266,"Pretty Lights 3 performs to energetic crowd with hands raised at Augustine Amphitheatre in St. Augustine, Florida",32.4
PRETTY LIGHTS 3_16.jpg,pretty-lights-live-performance-augustine-amphitheatre-1920w.webp,large,pretty-lights-live-performance-augustine-amphitheatre-1920w.webp,1080,1350,"Pretty Lights 3 performing with dramatic stage lighting and fog effects at Augustine Amphitheatre in St. Augustine, Florida",411.5
PRETTY LIGHTS 3_16.jpg,pretty-lights-live-performance-augustine-amphitheatre-1200w.webp,medium,pretty-lights-live-performance-augustine-amphitheatre-1200w.webp,1080,1350,"Pretty Lights 3 performing with dramatic stage lighting and fog effects at Augustine Amphitheatre in St. Augustine, Florida",411.5
PRETTY LIGHTS 3_16.jpg,pretty-lights-live-performance-augustine-amphitheatre-400w.webp,thumb,pretty-lights-live-performance-augustine-amphitheatre-400w.webp,400,500,"Pretty Lights 3 performing with dramatic stage lighting and fog effects at Augustine Amphitheatre in St. Augustine, Florida",31.6
PRETTY LIGHTS 3_17.jpg,pretty-lights-fans-celebrating-augustine-amphitheatre-1920w.webp,large,pretty-lights-fans-celebrating-augustine-amphitheatre-1920w.webp,1080,1350,"Pretty Lights 3 fans celebrating with party hats and decorative banner at Augustine Amphitheatre in St. Augustine, Florida",347.8
PRETTY LIGHTS 3_17.jpg,pretty-lights-fans-celebrating-augustine-amphitheatre-1200w.webp,medium,pretty-lights-fans-celebrating-augustine-amphitheatre-1200w.webp,1080,1350,"Pretty Lights 3 fans celebrating with party hats and decorative banner at Augustine Amphitheatre in St. Augustine, Florida",347.8
PRETTY LIGHTS 3_17.jpg,pretty-lights-fans-celebrating-augustine-amphitheatre-400w.webp,thumb,pretty-lights-fans-celebrating-augustine-amphitheatre-400w.webp,400,500,"Pretty Lights 3 fans celebrating with party hats and decorative banner at Augustine Amphitheatre in St. Augustine, Florida",37.4
PRETTY LIGHTS 3_18.jpg:Volumes:4TB DSM #2:ZZ_OVERFLOW_ZZ:2024_11_24_PRETTY LIGHTS:2024_11_24_PRETTY LIGHTS _EXPORTS:PRETTY LIGHTS 3_18.jpg,fan-signed-poster-augustine-amphitheatre-st-augustine-1920w.webp,large,fan-signed-poster-augustine-amphitheatre-st-augustine-1920w.webp,1080,1350,"Fan holds signed poster with pirate-themed artwork at Augustine Amphitheatre in St. Augustine, Florida",472.9
PRETTY LIGHTS 3_18.jpg:Volumes:4TB DSM #2:ZZ_OVERFLOW_ZZ:2024_11_24_PRETTY LIGHTS:2024_11_24_PRETTY LIGHTS _EXPORTS:PRETTY LIGHTS 3_18.jpg,fan-signed-poster-augustine-amphitheatre-st-augustine-1200w.webp,medium,fan-signed-poster-augustine-amphitheatre-st-augustine-1200w.webp,1080,1350,"Fan holds signed poster with pirate-themed artwork at Augustine Amphitheatre in St. Augustine, Florida",472.9
PRETTY LIGHTS 3_18.jpg:Volumes:4TB DSM #2:ZZ_OVERFLOW_ZZ:2024_11_24_PRETTY LIGHTS:2024_11_24_PRETTY LIGHTS _EXPORTS:PRETTY LIGHTS 3_18.jpg,fan-signed-poster-augustine-amphitheatre-st-augustine-400w.webp,thumb,fan-signed-poster-augustine-amphitheatre-st-augustine-400w.webp,400,500,"Fan holds signed poster with pirate-themed artwork at Augustine Amphitheatre in St. Augustine, Florida",40.8
PRETTY LIGHTS 3_23.jpg,costumed-performers-celebrating-augustine-amphitheatre-1920w.webp,large,costumed-performers-celebrating-augustine-amphitheatre-1920w.webp,1080,1350,"Two costumed performers celebrating with party hats and noisemakers at Augustine Amphitheatre in St. Augustine, Florida",570.4
PRETTY LIGHTS 3_23.jpg,costumed-performers-celebrating-augustine-amphitheatre-1200w.webp,medium,costumed-performers-celebrating-augustine-amphitheatre-1200w.webp,1080,1350,"Two costumed performers celebrating with party hats and noisemakers at Augustine Amphitheatre in St. Augustine, Florida",570.4
PRETTY LIGHTS 3_23.jpg,costumed-performers-celebrating-augustine-amphitheatre-400w.webp,thumb,costumed-performers-celebrating-augustine-amphitheatre-400w.webp,400,500,"Two costumed performers celebrating with party hats and noisemakers at Augustine Amphitheatre in St. Augustine, Florida",59.5
PRETTY LIGHTS composite 4.jpg,pretty-lights-composite-live-performance-augustine-amphitheatre-1920w.webp,large,pretty-lights-composite-live-performance-augustine-amphitheatre-1920w.webp,1080,1350,"Pretty Lights Composite performs with synthesizer setup before energetic crowd at Augustine Amphitheatre in St. Augustine, Florida",277.4
PRETTY LIGHTS composite 4.jpg,pretty-lights-composite-live-performance-augustine-amphitheatre-1200w.webp,medium,pretty-lights-composite-live-performance-augustine-amphitheatre-1200w.webp,1080,1350,"Pretty Lights Composite performs with synthesizer setup before energetic crowd at Augustine Amphitheatre in St. Augustine, Florida",277.4
PRETTY LIGHTS composite 4.jpg,pretty-lights-composite-live-performance-augustine-amphitheatre-400w.webp,thumb,pretty-lights-composite-live-performance-augustine-amphitheatre-400w.webp,400,500,"Pretty Lights Composite performs with synthesizer setup before energetic crowd at Augustine Amphitheatre in St. Augustine, Florida",46.8
PRETTY LIGHTS.jpg,pretty-lights-concert-augustine-amphitheatre-st-augustine-4-1920w.webp,large,pretty-lights-concert-augustine-amphitheatre-st-augustine-4-1920w.webp,1080,1350,"Pretty Lights performs with colorful stage lighting and crowd at Augustine Amphitheatre in St. Augustine, Florida",485.3
PRETTY LIGHTS.jpg,pretty-lights-concert-augustine-amphitheatre-st-augustine-4-1200w.webp,medium,pretty-lights-concert-augustine-amphitheatre-st-augustine-4-1200w.webp,1080,1350,"Pretty Lights performs with colorful stage lighting and crowd at Augustine Amphitheatre in St. Augustine, Florida",485.3
PRETTY LIGHTS.jpg,pretty-lights-concert-augustine-amphitheatre-st-augustine-4-400w.webp,thumb,pretty-lights-concert-augustine-amphitheatre-st-augustine-4-400w.webp,400,500,"Pretty Lights performs with colorful stage lighting and crowd at Augustine Amphitheatre in St. Augustine, Florida",66.0
PRETTY LIGHTS09.jpg,pretty-lights-laser-show-augustine-amphitheatre-st-augustine-1920w.webp,large,pretty-lights-laser-show-augustine-amphitheatre-st-augustine-1920w.webp,1080,1350,"Pretty Lights performs with dramatic laser light show for packed audience at Augustine Amphitheatre in St. Augustine, Florida",552.7
PRETTY LIGHTS09.jpg,pretty-lights-laser-show-augustine-amphitheatre-st-augustine-1200w.webp,medium,pretty-lights-laser-show-augustine-amphitheatre-st-augustine-1200w.webp,1080,1350,"Pretty Lights performs with dramatic laser light show for packed audience at Augustine Amphitheatre in St. Augustine, Florida",552.7
PRETTY LIGHTS09.jpg,pretty-lights-laser-show-augustine-amphitheatre-st-augustine-400w.webp,thumb,pretty-lights-laser-show-augustine-amphitheatre-st-augustine-400w.webp,400,500,"Pretty Lights performs with dramatic laser light show for packed audience at Augustine Amphitheatre in St. Augustine, Florida",51.1
PRETTY LIGHTS10.jpg,pretty-lights-concert-augustine-amphitheatre-st-augustine-5-1920w.webp,large,pretty-lights-concert-augustine-amphitheatre-st-augustine-5-1920w.webp,1080,1350,"Pretty Lights performing on stage with crowd raising hands at Augustine Amphitheatre in St. Augustine, Florida",314.4
PRETTY LIGHTS10.jpg,pretty-lights-concert-augustine-amphitheatre-st-augustine-5-1200w.webp,medium,pretty-lights-concert-augustine-amphitheatre-st-augustine-5-1200w.webp,1080,1350,"Pretty Lights performing on stage with crowd raising hands at Augustine Amphitheatre in St. Augustine, Florida",314.4
PRETTY LIGHTS10.jpg,pretty-lights-concert-augustine-amphitheatre-st-augustine-5-400w.webp,thumb,pretty-lights-concert-augustine-amphitheatre-st-augustine-5-400w.webp,400,500,"Pretty Lights performing on stage with crowd raising hands at Augustine Amphitheatre in St. Augustine, Florida",19.4
REO SW & CHEAP TRICK-6.jpg,reo-speedwagon-cheap-trick-augustine-amphitheatre-performance-1920w.webp,large,reo-speedwagon-cheap-trick-augustine-amphitheatre-performance-1920w.webp,1920,2399,"Reo Speedwagon and Cheap Trick perform with dramatic stage lighting at Augustine Amphitheatre in St. Augustine, Florida",687.9
REO SW & CHEAP TRICK-6.jpg,reo-speedwagon-cheap-trick-augustine-amphitheatre-performance-1200w.webp,medium,reo-speedwagon-cheap-trick-augustine-amphitheatre-performance-1200w.webp,1200,1499,"Reo Speedwagon and Cheap Trick perform with dramatic stage lighting at Augustine Amphitheatre in St. Augustine, Florida",159.5
REO SW & CHEAP TRICK-6.jpg,reo-speedwagon-cheap-trick-augustine-amphitheatre-performance-400w.webp,thumb,reo-speedwagon-cheap-trick-augustine-amphitheatre-performance-400w.webp,400,499,"Reo Speedwagon and Cheap Trick perform with dramatic stage lighting at Augustine Amphitheatre in St. Augustine, Florida",17.6
REVIVALIST_DC-1.JPG,revivalist-dc-live-performance-augustine-amphitheatre-1920w.webp,large,revivalist-dc-live-performance-augustine-amphitheatre-1920w.webp,1920,1279,"Revivalist Dc performs energetically on stage before enthusiastic crowd at Augustine Amphitheatre in St. Augustine, Florida",147.1
REVIVALIST_DC-1.JPG,revivalist-dc-live-performance-augustine-amphitheatre-1200w.webp,medium,revivalist-dc-live-performance-augustine-amphitheatre-1200w.webp,1200,799,"Revivalist Dc performs energetically on stage before enthusiastic crowd at Augustine Amphitheatre in St. Augustine, Florida",66.1
REVIVALIST_DC-1.JPG,revivalist-dc-live-performance-augustine-amphitheatre-400w.webp,thumb,revivalist-dc-live-performance-augustine-amphitheatre-400w.webp,400,266,"Revivalist Dc performs energetically on stage before enthusiastic crowd at Augustine Amphitheatre in St. Augustine, Florida",13.5
REVIVALIST_DC-2.JPG,revivalist-dc-keyboard-performance-augustine-amphitheatre-1920w.webp,large,revivalist-dc-keyboard-performance-augustine-amphitheatre-1920w.webp,1920,1279,"Revivalist Dc performs on keyboard with dramatic stage lighting at Augustine Amphitheatre in St. Augustine, Florida",200.2
REVIVALIST_DC-2.JPG,revivalist-dc-keyboard-performance-augustine-amphitheatre-1200w.webp,medium,revivalist-dc-keyboard-performance-augustine-amphitheatre-1200w.webp,1200,799,"Revivalist Dc performs on keyboard with dramatic stage lighting at Augustine Amphitheatre in St. Augustine, Florida",91.7
REVIVALIST_DC-2.JPG,revivalist-dc-keyboard-performance-augustine-amphitheatre-400w.webp,thumb,revivalist-dc-keyboard-performance-augustine-amphitheatre-400w.webp,400,266,"Revivalist Dc performs on keyboard with dramatic stage lighting at Augustine Amphitheatre in St. Augustine, Florida",19.1
REVIVALIST_DC-3.JPG,revivalist-dc-live-performance-augustine-amphitheatre-2-1920w.webp,large,revivalist-dc-live-performance-augustine-amphitheatre-2-1920w.webp,1638,2048,"Revivalist Dc performing energetically with microphone for excited crowd at Augustine Amphitheatre in St. Augustine, Florida",717.6
REVIVALIST_DC-3.JPG,revivalist-dc-live-performance-augustine-amphitheatre-2-1200w.webp,medium,revivalist-dc-live-performance-augustine-amphitheatre-2-1200w.webp,1200,1500,"Revivalist Dc performing energetically with microphone for excited crowd at Augustine Amphitheatre in St. Augustine, Florida",314.9
REVIVALIST_DC-3.JPG,revivalist-dc-live-performance-augustine-amphitheatre-2-400w.webp,thumb,revivalist-dc-live-performance-augustine-amphitheatre-2-400w.webp,400,500,"Revivalist Dc performing energetically with microphone for excited crowd at Augustine Amphitheatre in St. Augustine, Florida",14.9
REVIVALIST_DC-4.JPG,revivalist-dc-steel-guitar-performance-augustine-amphitheatre-1920w.webp,large,revivalist-dc-steel-guitar-performance-augustine-amphitheatre-1920w.webp,1920,1279,"Revivalist Dc performs on steel guitar under stage lights at Augustine Amphitheatre in St. Augustine, Florida",145.9
REVIVALIST_DC-4.JPG,revivalist-dc-steel-guitar-performance-augustine-amphitheatre-1200w.webp,medium,revivalist-dc-steel-guitar-performance-augustine-amphitheatre-1200w.webp,1200,799,"Revivalist Dc performs on steel guitar under stage lights at Augustine Amphitheatre in St. Augustine, Florida",75.7
REVIVALIST_DC-4.JPG,revivalist-dc-steel-guitar-performance-augustine-amphitheatre-400w.webp,thumb,revivalist-dc-steel-guitar-performance-augustine-amphitheatre-400w.webp,400,266,"Revivalist Dc performs on steel guitar under stage lights at Augustine Amphitheatre in St. Augustine, Florida",16.3
REVIVALIST_DC-5.JPG,revivalist-dc-live-performance-augustine-amphitheatre-3-1920w.webp,large,revivalist-dc-live-performance-augustine-amphitheatre-3-1920w.webp,1638,2048,"Revivalist Dc performing with guitarist under stage lights at Augustine Amphitheatre in St. Augustine, Florida",875.0
REVIVALIST_DC-5.JPG,revivalist-dc-live-performance-augustine-amphitheatre-3-1200w.webp,medium,revivalist-dc-live-performance-augustine-amphitheatre-3-1200w.webp,1200,1500,"Revivalist Dc performing with guitarist under stage lights at Augustine Amphitheatre in St. Augustine, Florida",377.0
REVIVALIST_DC-5.JPG,revivalist-dc-live-performance-augustine-amphitheatre-3-400w.webp,thumb,revivalist-dc-live-performance-augustine-amphitheatre-3-400w.webp,400,500,"Revivalist Dc performing with guitarist under stage lights at Augustine Amphitheatre in St. Augustine, Florida",26.1
REVIVALIST_DC-6.JPG,revivalist-dc-live-performance-augustine-amphitheatre-4-1920w.webp,large,revivalist-dc-live-performance-augustine-amphitheatre-4-1920w.webp,1638,2048,"Revivalist Dc performing with electric guitar on stage with dramatic lighting at Augustine Amphitheatre in St. Augustine, Florida",943.3
REVIVALIST_DC-6.JPG,revivalist-dc-live-performance-augustine-amphitheatre-4-1200w.webp,medium,revivalist-dc-live-performance-augustine-amphitheatre-4-1200w.webp,1200,1500,"Revivalist Dc performing with electric guitar on stage with dramatic lighting at Augustine Amphitheatre in St. Augustine, Florida",423.4
REVIVALIST_DC-6.JPG,revivalist-dc-live-performance-augustine-amphitheatre-4-400w.webp,thumb,revivalist-dc-live-performance-augustine-amphitheatre-4-400w.webp,400,500,"Revivalist Dc performing with electric guitar on stage with dramatic lighting at Augustine Amphitheatre in St. Augustine, Florida",34.6
REVIVALIST_DC-7.JPG,revivalist-dc-concert-augustine-amphitheatre-st-augustine-1920w.webp,large,revivalist-dc-concert-augustine-amphitheatre-st-augustine-1920w.webp,1920,1279,"Revivalist Dc performer engaging with excited crowd during live concert at Augustine Amphitheatre in St. Augustine, Florida",119.9
REVIVALIST_DC-7.JPG,revivalist-dc-concert-augustine-amphitheatre-st-augustine-1200w.webp,medium,revivalist-dc-concert-augustine-amphitheatre-st-augustine-1200w.webp,1200,799,"Revivalist Dc performer engaging with excited crowd during live concert at Augustine Amphitheatre in St. Augustine, Florida",66.6
REVIVALIST_DC-7.JPG,revivalist-dc-concert-augustine-amphitheatre-st-augustine-400w.webp,thumb,revivalist-dc-concert-augustine-amphitheatre-st-augustine-400w.webp,400,266,"Revivalist Dc performer engaging with excited crowd during live concert at Augustine Amphitheatre in St. Augustine, Florida",15.6
REVIVALIST_TBC-1.JPG,revivalist-tbc-performance-augustine-amphitheatre-st-augustine-1920w.webp,large,revivalist-tbc-performance-augustine-amphitheatre-st-augustine-1920w.webp,1638,2048,"Revivalist Tbc performing with band member in black and white at Augustine Amphitheatre in St. Augustine, Florida",569.7
REVIVALIST_TBC-1.JPG,revivalist-tbc-performance-augustine-amphitheatre-st-augustine-1200w.webp,medium,revivalist-tbc-performance-augustine-amphitheatre-st-augustine-1200w.webp,1200,1500,"Revivalist Tbc performing with band member in black and white at Augustine Amphitheatre in St. Augustine, Florida",259.5
REVIVALIST_TBC-1.JPG,revivalist-tbc-performance-augustine-amphitheatre-st-augustine-400w.webp,thumb,revivalist-tbc-performance-augustine-amphitheatre-st-augustine-400w.webp,400,500,"Revivalist Tbc performing with band member in black and white at Augustine Amphitheatre in St. Augustine, Florida",25.6
REVIVALIST_TBC-2.JPG,revivalist-tbc-keyboard-performance-augustine-amphitheatre-1920w.webp,large,revivalist-tbc-keyboard-performance-augustine-amphitheatre-1920w.webp,1920,1535,"Revivalist Tbc performing energetically behind keyboard on stage at Augustine Amphitheatre in St. Augustine, Florida",424.3
REVIVALIST_TBC-2.JPG,revivalist-tbc-keyboard-performance-augustine-amphitheatre-1200w.webp,medium,revivalist-tbc-keyboard-performance-augustine-amphitheatre-1200w.webp,1200,959,"Revivalist Tbc performing energetically behind keyboard on stage at Augustine Amphitheatre in St. Augustine, Florida",127.9
REVIVALIST_TBC-2.JPG,revivalist-tbc-keyboard-performance-augustine-amphitheatre-400w.webp,thumb,revivalist-tbc-keyboard-performance-augustine-amphitheatre-400w.webp,400,319,"Revivalist Tbc performing energetically behind keyboard on stage at Augustine Amphitheatre in St. Augustine, Florida",13.8
REVIVALIST_TBC-3.JPG,revivalist-tbc-performing-augustine-amphitheatre-st-augustine-1920w.webp,large,revivalist-tbc-performing-augustine-amphitheatre-st-augustine-1920w.webp,1920,1535,"Revivalist Tbc clapping and smiling enthusiastically wearing purple shirt and glasses at Augustine Amphitheatre in St. Augustine, Florida",188.1
REVIVALIST_TBC-3.JPG,revivalist-tbc-performing-augustine-amphitheatre-st-augustine-1200w.webp,medium,revivalist-tbc-performing-augustine-amphitheatre-st-augustine-1200w.webp,1200,959,"Revivalist Tbc clapping and smiling enthusiastically wearing purple shirt and glasses at Augustine Amphitheatre in St. Augustine, Florida",67.4
REVIVALIST_TBC-3.JPG,revivalist-tbc-performing-augustine-amphitheatre-st-augustine-400w.webp,thumb,revivalist-tbc-performing-augustine-amphitheatre-st-augustine-400w.webp,400,319,"Revivalist Tbc clapping and smiling enthusiastically wearing purple shirt and glasses at Augustine Amphitheatre in St. Augustine, Florida",14.4
REVIVALIST_TBC-4.JPG,revivalist-tbc-guitar-performance-augustine-amphitheatre-1920w.webp,large,revivalist-tbc-guitar-performance-augustine-amphitheatre-1920w.webp,1638,2048,"Revivalist Tbc performing with red electric guitar and bandmate at Augustine Amphitheatre in St. Augustine, Florida",525.3
REVIVALIST_TBC-4.JPG,revivalist-tbc-guitar-performance-augustine-amphitheatre-1200w.webp,medium,revivalist-tbc-guitar-performance-augustine-amphitheatre-1200w.webp,1200,1500,"Revivalist Tbc performing with red electric guitar and bandmate at Augustine Amphitheatre in St. Augustine, Florida",270.6
REVIVALIST_TBC-4.JPG,revivalist-tbc-guitar-performance-augustine-amphitheatre-400w.webp,thumb,revivalist-tbc-guitar-performance-augustine-amphitheatre-400w.webp,400,500,"Revivalist Tbc performing with red electric guitar and bandmate at Augustine Amphitheatre in St. Augustine, Florida",31.8
REVIVALIST_TBC-5.JPG,concert-fans-cheering-augustine-amphitheatre-1920w.webp,large,concert-fans-cheering-augustine-amphitheatre-1920w.webp,1638,2048,"Excited fans cheering with raised arms during live concert at Augustine Amphitheatre in St. Augustine, Florida",390.5
REVIVALIST_TBC-5.JPG,concert-fans-cheering-augustine-amphitheatre-1200w.webp,medium,concert-fans-cheering-augustine-amphitheatre-1200w.webp,1200,1500,"Excited fans cheering with raised arms during live concert at Augustine Amphitheatre in St. Augustine, Florida",177.0
REVIVALIST_TBC-5.JPG,concert-fans-cheering-augustine-amphitheatre-400w.webp,thumb,concert-fans-cheering-augustine-amphitheatre-400w.webp,400,500,"Excited fans cheering with raised arms during live concert at Augustine Amphitheatre in St. Augustine, Florida",28.4
REVIVALIST_TBC-6.JPG,revivalist-tbc-performance-augustine-amphitheatre-st-augustine-2-1920w.webp,large,revivalist-tbc-performance-augustine-amphitheatre-st-augustine-2-1920w.webp,1920,1279,"Revivalist Tbc performing on stage with dramatic lighting and outstretched arm at Augustine Amphitheatre in St. Augustine, Florida",185.3
REVIVALIST_TBC-6.JPG,revivalist-tbc-performance-augustine-amphitheatre-st-augustine-2-1200w.webp,medium,revivalist-tbc-performance-augustine-amphitheatre-st-augustine-2-1200w.webp,1200,799,"Revivalist Tbc performing on stage with dramatic lighting and outstretched arm at Augustine Amphitheatre in St. Augustine, Florida",45.9
REVIVALIST_TBC-6.JPG,revivalist-tbc-performance-augustine-amphitheatre-st-augustine-2-400w.webp,thumb,revivalist-tbc-performance-augustine-amphitheatre-st-augustine-2-400w.webp,400,266,"Revivalist Tbc performing on stage with dramatic lighting and outstretched arm at Augustine Amphitheatre in St. Augustine, Florida",7.8
REVIVALIST_TBC-7.JPG,revivalist-tbc-concert-augustine-amphitheatre-st-augustine-1920w.webp,large,revivalist-tbc-concert-augustine-amphitheatre-st-augustine-1920w.webp,1638,2048,"Revivalist Tbc performer silhouetted on stage with dramatic lighting at Augustine Amphitheatre in St. Augustine, Florida",383.8
REVIVALIST_TBC-7.JPG,revivalist-tbc-concert-augustine-amphitheatre-st-augustine-1200w.webp,medium,revivalist-tbc-concert-augustine-amphitheatre-st-augustine-1200w.webp,1200,1500,"Revivalist Tbc performer silhouetted on stage with dramatic lighting at Augustine Amphitheatre in St. Augustine, Florida",124.7
REVIVALIST_TBC-7.JPG,revivalist-tbc-concert-augustine-amphitheatre-st-augustine-400w.webp,thumb,revivalist-tbc-concert-augustine-amphitheatre-st-augustine-400w.webp,400,500,"Revivalist Tbc performer silhouetted on stage with dramatic lighting at Augustine Amphitheatre in St. Augustine, Florida",8.9
SELECTS_PEPPER_2025-1.jpg,laser-light-show-concert-augustine-amphitheatre-1920w.webp,large,laser-light-show-concert-augustine-amphitheatre-1920w.webp,1920,2400,"Electronic music concert with laser light show and crowd at Augustine Amphitheatre in St. Augustine, Florida",944.5
SELECTS_PEPPER_2025-1.jpg,laser-light-show-concert-augustine-amphitheatre-1200w.webp,medium,laser-light-show-concert-augustine-amphitheatre-1200w.webp,1200,1500,"Electronic music concert with laser light show and crowd at Augustine Amphitheatre in St. Augustine, Florida",308.4
SELECTS_PEPPER_2025-1.jpg,laser-light-show-concert-augustine-amphitheatre-400w.webp,thumb,laser-light-show-concert-augustine-amphitheatre-400w.webp,400,500,"Electronic music concert with laser light show and crowd at Augustine Amphitheatre in St. Augustine, Florida",33.7
SELECTS_PEPPER_2025-11.jpg,selects-pepper-2025-bass-performance-augustine-amphitheatre-1920w.webp,large,selects-pepper-2025-bass-performance-augustine-amphitheatre-1920w.webp,1920,2400,"Selects Pepper 2025 performs with bass guitar in atmospheric stage lighting at Augustine Amphitheatre in St. Augustine, Florida",514.4
SELECTS_PEPPER_2025-11.jpg,selects-pepper-2025-bass-performance-augustine-amphitheatre-1200w.webp,medium,selects-pepper-2025-bass-performance-augustine-amphitheatre-1200w.webp,1200,1500,"Selects Pepper 2025 performs with bass guitar in atmospheric stage lighting at Augustine Amphitheatre in St. Augustine, Florida",82.8
SELECTS_PEPPER_2025-11.jpg,selects-pepper-2025-bass-performance-augustine-amphitheatre-400w.webp,thumb,selects-pepper-2025-bass-performance-augustine-amphitheatre-400w.webp,400,500,"Selects Pepper 2025 performs with bass guitar in atmospheric stage lighting at Augustine Amphitheatre in St. Augustine, Florida",8.0
SELECTS_PEPPER_2025-14.jpg,selects-pepper-2025-guitar-performance-augustine-amphitheatre-1920w.webp,large,selects-pepper-2025-guitar-performance-augustine-amphitheatre-1920w.webp,1920,2399,"Selects Pepper 2025 performs with electric guitar under green stage lighting at Augustine Amphitheatre in St. Augustine, Florida",901.5
SELECTS_PEPPER_2025-14.jpg,selects-pepper-2025-guitar-performance-augustine-amphitheatre-1200w.webp,medium,selects-pepper-2025-guitar-performance-augustine-amphitheatre-1200w.webp,1200,1499,"Selects Pepper 2025 performs with electric guitar under green stage lighting at Augustine Amphitheatre in St. Augustine, Florida",295.2
SELECTS_PEPPER_2025-14.jpg,selects-pepper-2025-guitar-performance-augustine-amphitheatre-400w.webp,thumb,selects-pepper-2025-guitar-performance-augustine-amphitheatre-400w.webp,400,499,"Selects Pepper 2025 performs with electric guitar under green stage lighting at Augustine Amphitheatre in St. Augustine, Florida",34.3
